Distance,Measured,Free Space loss Predicted,ITM Predicted,DNN Predicted,ITM Squared Error,DNN Squared Error,Free Space Loss Squared Error,,,,,,
1348.4734658219,108.2844572,105.9282089905,105.8937314321,137.88,5.7155696975,872.584588833,5.5519056248,,,,,,
1364.2986142377,113.118441,106.0295496471,105.9950613222,137.824,50.7425380341,607.8472794845,50.2523806131,,,,,,
1380.1757548443,113.2868345,106.1300487672,106.0955511742,137.773,51.7145558718,596.0514770614,51.2195820254,,,,,,
1396.3271509641,110.7394507,106.2311045423,106.1965995599,137.701,20.6374964812,721.9189414865,20.3251850774,,,,,,
1412.6238917708,111.3835258,106.3318918314,106.2973794767,137.608,25.8688844223,684.4750562657,25.5190057528,,,,,,
1429.1779070397,113.1340695,106.4330867677,106.3985652703,137.546,45.3670172281,593.2113505208,44.903169578,,,,,,
1446.1854867228,111.4353936,106.5358408637,106.5013068345,137.49,24.3452122095,675.7195618909,24.0056170162,,,,,,
1463.3114506959,111.1352562,106.638096308,106.603550499,137.43,20.5363565605,688.3142527392,20.2244470944,,,,,,
1480.4353298714,106.0057662,106.7391497025,106.704590947,137.371,0.488356027,980.4559855459,0.5378513617,,,,,,
1497.8857335132,105.3418643,106.8409345749,106.8063634068,137.318,2.1447576338,1019.5335658204,2.247211689,,,,,,
1515.5412045857,106.1426974,106.9427158566,106.9081304157,137.272,0.5858877015,966.0473713128,0.6400295308,,,,,,
1533.5166716037,106.3102958,107.0451309224,107.0105328707,137.224,0.4903319552,953.1856110291,0.5399826571,,,,,,
1551.6046433762,108.7201851,107.1469822992,107.1123711623,137.184,2.5850656583,807.5153690609,2.4749670523,,,,,,
1569.787512104,107.1421543,107.2481782847,107.2135531061,137.137,0.0050977895,896.6338953054,0.0112410853,,,,,,
1588.0970545107,108.1017266,107.348901692,107.314261019,137.086,0.6201020413,837.1343096391,0.5667453421,,,,,,
1606.7544182293,105.235935,107.450350943,107.4156949412,137.035,4.7513534011,1007.1143505542,4.9036379687,,,,,,
1625.5387995414,112.6307854,107.5513076872,107.5166325775,136.971,26.1545590914,589.5288210221,25.8010938343,,,,,,
1644.349040359,119.1767372,107.6512410709,107.6165471584,136.911,133.6379937972,311.7436160627,132.8370610209,,,,,,
1663.5079238151,120.4432834,107.7518583648,107.7171387131,136.833,161.9547585917,264.2808346127,161.072269423,,,,,,
1682.9239899328,121.3624427,107.852650913,107.8179059844,136.7,183.4544748401,232.1831524708,182.5144741276,,,,,,
1702.3682521321,123.48487,107.9524311156,107.9176594504,136.6,242.3380442968,169.4196401769,241.2566576974,,,,,,
1722.1823211656,125.0994971,108.0529434215,108.0181396365,136.501,291.7727727949,127.3400057001,290.5849923135,,,,,,
1742.1268068818,124.1696261,108.1529561568,108.1181152087,136.384,257.6510018921,146.4916597632,256.533716071,,,,,,
1762.5325780529,122.7429523,108.2541039488,108.219221534,136.273,210.9387553632,179.6416876485,209.9267265444,,,,,,
1783.3995156373,127.430249,108.3563337741,108.3213977199,136.146,365.1481972454,73.835369748,363.8142420457,,,,,,
1804.5960295186,125.7673758,108.4589608369,108.4239986317,136.023,300.792731603,102.346085204,299.5812285342,,,,,,
1826.1426096915,126.8127547,108.5620546881,126.6783324696,135.884,0.018069336,79.7671426088,333.0880509228,,,,,,
1847.9291189066,129.3362751,108.6650670661,133.2511259104,135.744,15.3260568675,39.2718409723,427.2988415828,,,,,,
1870.0656932202,131.4340301,108.7684981482,137.921659888,135.603,42.0893402659,16.1601579969,513.7263386564,,,,,,
1892.4308682966,131.6433795,108.8717613552,142.3371331475,135.454,114.3563670726,13.444105891,518.546592934,,,,,,
1914.8041341486,135.5081585,108.9738480165,145.2377401554,135.31,94.66475919,0.1212143411,704.0696328373,,,,,,
1937.0752245649,130.3861444,109.0742906166,149.0617625263,135.16,348.7787123977,21.4263041657,454.1951116847,,,,,,
1959.2439619995,134.1796904,109.1731312277,151.6745454717,135.015,306.0699539805,0.4806782015,625.3280016397,,,,,,
1981.3960122311,131.2799761,109.2707865789,153.0921543007,134.873,475.7711178571,11.8819737672,484.4044233765,,,,,,
2003.6644991182,136.848572,109.3678609557,153.8238918532,134.727,288.1614841199,5.1101857672,755.1894795024,,,,,,
2025.6343361533,138.5142006,109.4625818879,155.1057727446,134.588,275.2802662308,16.5095991158,843.9965497927,,,,,,
2047.9405263627,137.0247566,109.5577076924,155.6556744172,134.451,347.1110987102,7.3753339104,754.4387756934,,,,,,
2070.1433450898,136.3359282,109.6513692631,156.0369301311,134.309,388.1294770891,4.6437155472,712.0656856589,,,,,,
2092.339658095,141.110639,109.7440046215,155.837486517,134.181,216.88003779,49.7397168643,983.8657522327,,,,,,
2114.6644754542,139.2355896,109.8361902785,155.8259192267,134.058,275.2390371223,27.9797581364,864.324680465,,,,,,
2136.5300772982,141.2470622,109.9255411077,155.4316438391,133.946,201.2023562764,54.9090218079,981.0376835326,,,,,,
2158.3878235805,141.1070343,110.0139505328,154.94861003,133.837,191.5892186885,54.0377052798,966.7798581567,,,,,,
2180.0178174082,138.097355,110.1005617497,154.2341616961,133.756,260.3965303474,19.539538326,783.8204323027,,,,,,
2201.6390031585,141.3485551,110.1862830944,153.24275629,133.677,141.472021949,59.9316753663,971.0871965482,,,,,,
2223.1548272897,141.1846124,110.2707550739,152.0020580989,133.607,117.0171314477,58.1957271494,955.666574777,,,,,,
2244.7707735977,144.8991595,110.3548008731,150.4646748383,133.556,30.9749609803,129.9408373064,1193.3127129418,,,,,,
2266.089352291,142.8866485,110.4369014904,148.8207747715,133.5,35.2138546066,88.8051510516,1052.9860809857,,,,,,
2287.0974528761,138.442309,110.5170542915,146.8064866496,133.463,69.9594677539,25.0331009495,779.8198505364,,,,,,
2308.0540026222,139.2334536,110.5962802069,144.2260968748,133.439,24.9264868695,34.0408488106,820.087699947,,,,,,
2328.8233238033,134.0074291,110.6740917276,141.035891145,133.399,49.3992787179,0.4037701411,544.4446329333,,,,,,
2349.3633980659,133.2512396,110.7503648545,137.1349379529,133.372,15.0831128966,0.0095570958,506.289364314,,,,,,
2369.5358057718,132.8447055,110.8246264001,132.9403921436,133.349,0.0091559338,0.2297232177,484.8838835639,,,,,,
2389.7258191704,133.4294943,110.8983224034,127.2769660054,133.324,37.8536044165,0.0172907509,507.6537070323,,,,,,
2409.5908584209,130.4037196,110.9702270247,115.1783835966,133.298,231.8108564165,7.2107308266,377.6606336747,,,,,,
2429.3352036573,131.7287295,111.0411097591,147.0799691888,133.089,235.6605599838,1.7749446852,427.9776105439,,,,,,
2448.9585540178,132.2869492,111.1109895914,132.8801981954,133.061,0.3519443705,0.695640737,448.4212653438,,,,,,
2468.4754372572,127.3481336,111.179937089,115.0498477726,133.121,151.2478342916,33.3259864722,261.4105784191,,,,,,
2487.6224683304,127.2463273,111.2470503016,114.5526857913,133.121,161.1285347526,34.6529154769,255.9768644722,,,,,,
2506.5577862914,125.6200241,111.3129153132,112.1473189944,133.133,181.5137828622,56.0548081272,204.6933618382,,,,,,
2524.7335126819,125.5719073,111.375671783,111.4249195899,133.107,200.137261269,56.1764145816,201.5331028543,,,,,,
2541.9152023118,128.7293718,111.434582057,111.3987751863,133.067,300.3495789874,18.8323729142,299.1097522553,,,,,,
2558.569633134,131.1844652,111.4913057085,111.4555281434,133.069,389.2309573816,3.4653118116,387.8205307572,,,,,,
2574.617393122,127.183779,111.5456148641,111.5098686498,133.046,245.671465665,35.0135043628,244.5521775429,,,,,,
2590.1526824064,125.3884833,111.5978681931,111.5622163548,133.101,191.1656576392,59.0825389794,190.1810650259,,,,,,
2604.7533775962,126.7011749,111.6466930841,111.6110590607,133.075,227.7115960434,40.4855432532,226.6374227454,,,,,,
2618.0123675241,129.8426633,111.6907947637,111.6551661383,133.064,330.7850530074,10.3255327476,329.4903313609,,,,,,
2629.6809697161,126.9480445,111.7294221572,111.693796622,133.056,232.6920783247,36.990182704,231.6064660124,,,,,,
2639.7442038228,122.5693243,111.7625977861,111.7269727354,133.03,117.55658745,109.0703621268,116.7853379454,,,,,,
2648.6843797451,121.7245272,111.7919650941,111.756340166,133.013,99.3647527447,127.2265066459,98.6557899878,,,,,,
2656.0043152025,117.3854656,111.8159364129,111.7803115732,133.004,31.4177516637,243.2830793592,31.0196553662,,,,,,
2662.0919424826,117.2688706,111.8358219054,111.8001956802,132.983,29.9064053779,246.8710102823,29.5180181174,,,,,,
2666.6987141681,118.8103143,111.8508399172,111.8152129061,132.981,48.9314435103,200.4966991228,48.4342836845,,,,,,
2670.0085552669,118.7956857,111.8616139458,111.825987315,132.97,48.5766955783,200.7411301036,48.0813510931,,,,,,
2671.9766093542,118.2902229,111.8680139266,111.8323860134,132.964,41.7036572544,215.1730216095,41.244768098,,,,,,
2673.2886705511,115.6141285,111.8722780439,111.8366496754,132.959,14.26934627,300.9139508375,14.0014448361,,,,,,
2673.8353686448,115.1406956,111.874054161,111.8384262471,132.961,10.9049828789,317.5632489087,10.670946291,,,,,,
2673.8353686448,114.9547577,111.874054161,111.8384262471,132.961,9.7115217241,324.1887502817,9.4907342952,,,,,,
2673.8055962008,114.6829737,111.8739574454,111.8383295687,132.96,8.0920002337,334.1228024761,7.8905723186,,,,,,
2673.5869141112,114.8734568,111.873247025,111.8376194213,132.962,9.2163085898,327.1953950983,9.0012586943,,,,,,
2673.5869141112,115.5291596,111.873247025,111.8376194213,132.962,13.6274688908,303.8690597311,13.3656967564,,,,,,
2673.4775732755,115.7588791,111.8728917936,111.8372643265,132.961,15.3790624317,295.8785602164,15.1008973454,,,,,,
2673.2588920207,115.5733778,111.8721812887,111.8365529575,132.96,13.9638599036,302.2598592811,13.6988556152,,,,,,
2673.2440067451,115.6837582,111.8721329237,111.8365046111,132.959,14.8013601776,298.4339792485,14.528487247,,,,,,
2673.0253248313,115.6565761,111.8714223546,111.8357943151,132.959,14.5983734476,299.3738728153,14.3273888766,,,,,,
2672.9159840835,115.6830228,111.8710670489,111.835439146,132.959,14.8038999743,298.4593882149,14.5310066485,,,,,,
2672.9159840835,115.5595116,111.8710670489,111.835439146,132.959,13.8687156424,302.7073986049,13.6046232067,,,,,,
2672.6675343467,116.2040888,111.8702596508,111.834631457,132.958,19.0921574727,280.6935404975,18.7820750947,,,,,,
2672.6675343467,115.7350518,111.8702596508,111.834631457,132.958,15.2132788525,296.6643915963,14.9366183567,,,,,,
2672.4488513914,115.9400522,111.869548925,111.8339210044,132.959,16.8603133955,289.6445842191,16.5689969119,,,,,,
2672.4488513914,115.9336793,111.869548925,111.8339210044,132.959,16.8080180824,289.8615449378,16.5171557051,,,,,,
2672.3395101229,115.530262,111.869193541,111.833565757,132.959,13.6655631131,303.7609082726,13.4034222617,,,,,,
2672.1208280039,116.062273,111.8684827307,111.8328552199,132.959,17.8879747589,285.4318004045,17.5878768232,,,,,,
2672.0910639006,116.5402018,111.8683859801,111.8327585065,132.957,22.1600223615,269.7411473143,21.825863055,,,,,,
2671.8723799024,118.1054599,111.8676750976,111.8320466643,132.964,39.3557136259,220.7762139033,38.9099592411,,,,,,
2671.8723799024,118.6363644,111.8676750976,111.8320466643,132.964,46.2987398485,205.1092462592,45.8151548725,,,,,,
2672.4190909402,120.8584624,111.8694521982,111.8338243148,132.958,81.4440925692,146.3746120586,80.8023044083,,,,,,
2674.2779344882,121.6264306,111.8754917065,111.8398626982,132.957,95.7769112963,128.2232239566,95.0808093048,,,,,,
2677.806743873,117.8200355,111.8869455063,111.851317246,132.95,35.6255975961,228.5830875523,35.2015568729,,,,,,
2682.5385013229,119.6052511,111.9022801655,111.8666513069,132.939,59.8859267577,177.4956382525,59.3357612177,,,,,,
2688.3491985322,122.1471682,111.9210744867,111.8854440895,132.928,105.30298172,115.9246670095,104.5729926324,,,,,,
2695.1592904254,122.5553443,111.9430496497,111.9074170504,132.914,113.3783547132,106.9912132401,112.6207977449,,,,,,
2703.0635143137,122.3748892,111.9684858971,111.9328514863,132.899,109.0361516144,110.3993773635,108.2932297024,,,,,,
2711.8139750544,122.6862571,111.9965587769,111.960921226,132.882,115.0328296109,103.4643536237,114.2696502387,,,,,,
2721.2363106223,118.6050971,112.0266860331,111.9910442331,132.858,43.7456953258,202.547060155,43.2754921651,,,,,,
2731.8776038198,121.1211103,112.0605856424,112.02494004,132.837,82.7403133993,136.817228654,82.0931070706,,,,,,
2743.3952767351,120.259636,112.0971286187,112.0614759015,132.818,67.2098290013,157.2356495245,66.6265267504,,,,,,
2755.4468406844,119.8634234,112.1352016238,112.099543143,132.799,60.2778366458,166.5022890721,59.7254118225,,,,,,
2768.4186389642,119.8343201,112.1759961782,112.1403291886,132.767,59.1974961452,166.5565736813,58.6499252917,,,,,,
2782.1435680402,123.0569311,112.218951633,112.1832767408,132.74,118.2363591226,93.5489168063,117.4617989262,,,,,,
2796.6649385373,123.233042,112.264169642,112.2284847563,132.729,121.1002801307,90.1162515898,120.316160807,,,,,,
2812.0352406953,126.0752254,112.311776067,112.2760798373,132.726,190.4164182594,43.90088905,189.4325375408,,,,,,
2828.3118065916,120.3788949,112.3619066162,112.3261975458,132.701,64.8459346787,151.7603504648,64.2721011423,,,,,,
2845.2332758419,118.6737844,112.4137184722,112.377995387,132.698,39.6369592956,196.0620417089,39.188425421,,,,,,
2862.6090421475,121.8855396,112.4666016621,112.4308639735,132.676,89.3908912021,114.499852772,88.7163918781,,,,,,
2880.1781486875,121.6623661,112.5197479102,112.4839166389,132.586,84.2439345091,118.4099563336,83.5874673637,,,,,,
2898.1060723001,127.9724456,112.5736464239,112.5377681798,132.544,238.2292670644,20.4354120834,237.1230160647,,,,,,
2916.2277793487,128.3129518,112.6277897398,112.5918618605,132.493,247.1526688852,16.7939990495,246.0243088545,,,,,,
2934.8862925578,126.9178775,112.6831864844,152.5184415679,132.411,655.3888805967,29.878495185,202.6264283098,,,,,,
2953.5611790334,130.1185924,112.7382803092,154.658607659,132.384,602.2123489128,5.1411372245,302.0752483727,,,,,,
2972.6636333287,128.4196545,112.7942762897,154.6399824816,132.386,687.5055994607,15.4083372944,244.1524442145,,,,,,
2991.1917046481,130.0341422,112.8482458417,153.1300793038,132.345,533.4223107024,6.6866605618,295.3550336371,,,,,,
3008.8575813863,130.8983868,112.8993935213,112.8634389809,132.62,325.2593428364,2.7842700112,323.9637590471,,,,,,
3026.3780995304,132.7206405,112.9498245972,112.9137973427,132.567,392.3110358582,0.0333575522,390.8851614607,,,,,,
3043.6158781851,129.0131108,112.999157709,112.9630387654,132.538,257.6048123147,12.1305171795,256.4466936022,,,,,,
3059.2817933624,131.0133143,113.0437505291,164.3468625341,132.496,1111.1254378749,2.1570376854,322.9052221156,,,,,,
3073.3758369302,132.2967601,113.083674337,158.6925766316,132.482,696.7391303714,0.0507330126,369.1426645363,,,,,,
3085.3881437416,133.6667491,113.1175570134,161.9039108785,132.522,797.3373053054,1.1919160974,422.2692954108,,,,,,
3095.6341541108,135.2987517,113.1463534787,155.2915981062,132.575,399.7139074215,7.5007608743,490.7287469573,,,,,,
3104.662247131,135.044893,113.1716481001,154.4417835802,132.56,376.2393641804,6.1151997894,478.438842453,,,,,,
3113.363246672,135.1631647,113.195956772,154.6658602201,132.572,380.3551325493,6.3865614209,482.55822415,,,,,,
3121.6145240211,135.7439179,113.2189463412,152.5581260185,132.636,282.717594652,9.4982179423,507.3743437255,,,,,,
3129.8806072677,134.5124283,113.2419163115,148.6937079046,132.662,201.1086912225,3.2056334974,452.4346802548,,,,,,
3138.0138240536,134.7633301,113.2644579365,146.9873410704,132.722,149.4264442056,4.2079551792,462.2015043023,,,,,,
3146.2217911603,133.914427,113.2871475813,140.1670853489,132.712,39.0957364284,1.3628858003,425.4846562168,,,,,,
3154.5052460783,131.6483177,113.3099859669,113.3595931344,132.747,334.477446238,1.2137038901,336.2944107544,,,,,,
3163.402135095,134.7958527,113.3344489552,113.3035434705,132.75,461.9193560173,3.8410226057,460.5918506983,,,,,,
3172.4499738052,133.7188486,113.3592565361,113.3230085627,132.836,415.990290829,0.7120804597,414.5129890089,,,,,,
3182.3344887314,132.8383423,113.3862773975,113.350011212,132.875,379.7950485952,0.0048521952,378.3828289725,,,,,,
3192.4336507313,134.4403977,113.4137984862,113.3775020029,132.908,443.645575146,2.2541950536,442.117874496,,,,,,
3203.3724168974,132.9034895,113.443509521,113.4071850774,132.939,380.1058861397,2.39610250014378E-07,378.6908207813,,,,,,
3214.689671925,132.8058958,113.4741419857,113.437798227,132.903,375.1232035962,0.0106304761,373.7167055365,,,,,,
3226.7642997508,132.2282242,113.5067057541,113.4703399062,132.909,351.8582231787,0.5238514087,350.495252921,,,,,,
3239.0134940724,132.7293256,113.5396160336,113.5032276806,132.952,369.6428412066,0.0375097732,368.2449532421,,,,,,
3251.3408364613,132.7996566,113.5726108622,113.5361946243,132.923,371.0809672886,0.0135357867,369.6792878036,,,,,,
3263.8803749858,128.3435394,113.6060455465,113.5696017724,132.916,218.2692330257,21.0723285202,217.1937250816,,,,,,
3276.391380315,130.8939583,113.639276381,113.6028116346,132.934,298.9837530054,4.1454658041,297.7240481259,,,,,,
3288.6555507629,131.9679198,113.6717286562,113.6352467584,132.93,336.0869008507,0.9371792736,334.7506103697,,,,,,
3301.0365733831,135.1463818,113.7043676083,113.6678680318,132.936,461.3265536911,4.7497050302,459.7599725983,,,,,,
3313.1244829047,135.82533,113.7361159628,113.6995982788,132.967,489.5480042005,8.0107679089,487.9333767827,,,,,,
3325.3388024229,134.4143324,113.7680788875,113.7315478163,132.995,427.777578136,1.9721494897,426.2677841037,,,,,,
3337.5593343264,132.7644274,113.7999407915,113.7634005514,133.01,361.0390213023,0.0637929183,359.6517523245,,,,,,
3349.3836342351,130.388832,113.8306587658,113.7941104335,133.017,275.3847838687,6.9546550602,274.1731008545,,,,,,
3361.0839827236,129.4282346,113.8609481717,113.8243871102,133.026,243.4800564859,13.0809919586,242.3404067417,,,,,,
3372.616234163,127.0699055,113.8906994104,113.8541339289,133.045,174.6566182206,35.6659127169,173.6914731532,,,,,,
3384.1624167979,125.8640025,113.920384848,113.8838082074,133.042,143.5250552875,51.796773015,142.6500026166,,,,,,
3395.4926122059,127.3187712,113.9494166846,113.9128282877,133.061,179.7193053683,33.6310546747,178.7396401577,,,,,,
3406.7000126166,125.8035139,113.9780387295,113.941442169,133.118,140.7087457519,53.4139690739,139.8418630087,,,,,,
3417.5059924488,127.9692968,114.0055465821,113.9689420332,133.112,196.0099335968,27.0889354001,194.9863201466,,,,,,
3427.7644956204,129.6216134,114.0315804089,113.9949655476,133.174,244.1921231035,12.7548022467,243.0491286624,,,,,,
3437.4062817929,130.2581743,114.055978213,114.0193563471,133.193,263.6992085083,8.5721633296,262.5111580423,,,,,,
3446.6014928098,128.2492609,114.0791823226,114.0425499158,133.186,201.8306369885,24.8077619823,200.7911268891,,,,,,
3455.9193789979,131.3570153,114.1026329378,114.0659894485,133.23,298.9795749963,3.5833910744,297.7137107021,,,,,,
3464.8865437223,130.5110936,114.1251412548,114.0884846958,133.25,269.7020832207,7.6557710264,268.4994342607,,,,,,
3474.2214315828,130.347146,114.1485107872,114.1118401617,133.278,263.5851556629,8.6074992933,262.3957827559,,,,,,
3483.4132724361,129.6988967,114.171460932,114.1347726195,133.281,242.2419583933,13.1486251423,241.1012615305,,,,,,
3492.8041300222,129.2780222,114.1948455248,114.1581427604,133.325,228.6107542686,16.4266290473,227.5022186143,,,,,,
3501.982359155,129.7697815,114.2176399679,114.1809294884,133.331,243.0123070407,12.9687746847,241.8691062355,,,,,,
3511.3634346119,123.1796716,114.2408765334,114.2041566845,133.371,80.5598679981,104.1895530654,79.902057242,,,,,,
3520.9769242759,122.41214,114.2646244631,114.2278970472,133.387,66.9818327104,121.1289543396,66.3820094233,,,,,,
3530.7061837613,117.7924033,114.2885924511,114.2518561749,133.418,12.5354739453,245.4422521605,12.2766904651,,,,,,
3540.6693144428,122.5456075,114.3130682297,114.2763272196,133.459,68.3809963565,119.6703082691,67.7747028364,,,,,,
3550.6514523193,123.2350064,114.3375217295,114.3007726843,133.485,79.820532086,105.4522295568,79.1652334624,,,,,,
3560.5534576939,122.2583396,114.3617110989,114.3249545188,133.504,62.9385988459,127.1179671353,62.3567416838,,,,,,
3570.1352892355,123.4770625,114.3850543647,114.3482861344,133.533,83.3345579328,101.4640698789,82.6646119316,,,,,,
3579.8514525541,124.426443,114.4086610027,114.3718793734,133.55,101.0942497204,83.3670711302,100.3559561453,,,,,,
3589.6959577008,124.9001458,114.4325142068,114.3957220821,133.557,110.3429176457,75.7396712265,109.57131117,,,,,,
3599.2408071202,126.5957159,114.4555789687,114.4187772256,133.603,148.2778354804,49.3686682539,147.3829247097,,,,,,
3607.9497948166,119.7727919,114.4765705997,114.4397629592,133.622,28.4411976832,192.8267753965,28.0499600614,,,,,,
3615.7082032447,122.3701908,114.4952283782,114.4584145612,133.659,62.5962032535,127.7987110484,62.0150331449,,,,,,
3623.0527771099,115.9439782,114.5128540962,114.4760348165,133.675,2.1548577772,314.2827569413,2.0481162004,,,,,,
3630.0879783235,123.7942318,114.5297039003,114.492876061,133.672,86.5152185841,98.1638707049,85.8314772038,,,,,,
3637.460057918,120.3804928,114.5473255497,114.5104881955,133.702,34.4569540569,176.9833038205,34.0258401697,,,,,,
3644.5083885319,119.3438672,114.5641399706,114.5272946042,133.684,23.1993715702,207.2486395952,22.8457923879,,,,,,
3651.9966720817,118.3945676,114.5819683492,114.5451168242,133.74,14.818271275,235.1141491654,14.5359130476,,,,,,
3659.716421806,126.7458457,114.6003095828,114.5634521735,133.728,148.4107120354,49.3527929388,147.5140475746,,,,,,
3667.4341788562,127.3443596,114.618607449,114.5817414551,133.771,162.8844219125,41.6882052549,161.9447678082,,,,,,
3675.2732684044,125.6433314,114.6371536033,114.6002846527,133.801,121.9488814631,66.7925120454,121.1359496928,,,,,,
3683.1262977537,127.1456641,114.6556931163,114.6188215123,133.816,156.9217852174,44.9213065164,155.9993751743,,,,,,
3690.8783939351,118.5910173,114.6739556153,114.637074525,133.848,15.6336634677,233.3862004161,15.3433722419,,,,,,
3698.6470294435,118.1188861,114.6922186381,114.6553352794,133.868,11.9961842867,248.7911221024,11.7420498948,,,,,,
3705.9811641854,116.3703815,114.7094250404,114.6725388712,133.892,2.8826695921,308.0944162065,2.7587763608,,,,,,
3713.0129340932,116.0242259,114.7258901284,114.6889993199,133.923,1.7828300201,320.7958288612,1.6856757757,,,,,,
3719.289967385,123.4782057,114.7405616595,114.703669414,133.935,76.9924870345,109.5747175071,76.3464233787,,,,,,
3724.7080511819,115.1131618,114.7532056409,114.7163099699,133.946,0.157491375,355.768940283,0.1295684365,,,,,,
3728.9374708407,115.5859023,114.763062905,114.7261654387,133.975,0.7391474707,338.4164105879,0.6770646699,,,,,,
3732.2979926568,118.5696255,114.7708871115,114.7339886392,133.982,14.7121101282,237.3563752343,14.430413344,,,,,,
3735.5599831665,123.2295984,114.7784751753,114.7415747593,133.976,72.0465453248,115.5066411517,71.4214837585,,,,,,
3739.0426655913,126.9012068,114.7865693039,114.749665742,133.977,147.6599500838,50.095156582,146.7644416621,,,,,,
3742.8444315814,127.4109073,114.7953964145,114.7584900346,133.979,160.0836626572,43.2318440136,159.151114901,,,,,,
3747.5288126056,127.5521927,114.8062604985,114.7693491894,133.986,163.4010882168,41.6774478947,162.4587876851,,,,,,
3752.8769330551,126.8671516,114.8186473462,114.7817306073,134.008,146.0574005703,51.1060334462,145.1664547534,,,,,,
3758.4406902789,125.1773199,114.8315149129,114.7945933869,134.016,107.8010098461,78.3876513131,107.0356808319,,,,,,
3764.6672867185,124.2612044,114.8458928912,114.8089637299,134.031,89.3448536851,95.7226563426,88.6480908073,,,,,,
3771.0004513611,125.4936708,114.8604925748,114.8235570748,134.045,113.8513269091,73.5534225468,113.0644791698,,,,,,
3777.2294829708,128.5410985,114.8748283048,114.8378903216,134.07,187.7779143817,30.5908714027,186.7669410477,,,,,,
3782.6938886662,125.9937253,114.887384843,114.8504422069,134.072,124.1727580926,65.4849098203,123.3507983477,,,,,,
3787.2890539055,126.8495613,114.8979299402,114.8609822793,134.086,143.7260269363,52.6123729747,142.8414921611,,,,,,
3791.1187794221,122.3134709,114.9067087171,114.8697549906,134.103,55.4089065398,139.0873286325,54.8601260336,,,,,,
3794.7407002219,125.1667629,114.9150029933,114.878044264,134.107,105.8577311706,80.088844672,105.0985811847,,,,,,
3797.8138694538,126.2676856,114.9220344107,114.8850720156,134.116,129.5638920108,61.7216759516,128.7238009089,,,,,,
3800.5599263052,127.2371478,114.9283125825,114.8913472795,134.124,152.4187904909,47.6631751994,151.5074244128,,,,,,
3803.3132542367,123.2282417,114.9346028251,114.89763446,134.141,69.3990169871,119.809624762,68.7844457877,,,,,,
3805.7322653973,116.0813669,114.9401255321,114.9031549492,134.174,1.3881834009,328.5023250096,1.3024318597,,,,,,
3807.9345178688,116.0664691,114.945150318,114.90817719,134.206,1.3416401487,329.4417719519,1.257355811,,,,,,
3809.9166022745,115.0329098,114.9496702716,114.9126947323,134.217,0.0144516625,368.1828055233,0.0069288191,,,,,,
3811.2375791139,116.4818228,114.9526813271,114.9157044849,134.221,2.452726577,314.5719816698,2.3382736443,,,,,,
3812.0099079397,116.0756846,114.9544413022,114.9174634803,134.218,1.3414761622,329.1798937039,1.2571865329,,,,,,
3812.342943095,114.8882089,114.9552001093,114.9182217506,134.219,0.0009007712,373.7568117162,0.0044878221,,,,,,
3812.1209196574,115.5429012,114.9546942453,114.9177162444,134.221,0.3908562287,348.8713747826,0.3459874216,,,,,,
3812.1209196574,115.6715298,114.9546942453,114.9177162444,134.221,0.5682348766,344.0828447007,0.5138532125,,,,,,
3812.1209196574,115.1793073,114.9546942453,114.9177162444,134.221,0.0684298804,362.5860608812,0.0504510244,,,,,,
3812.1209196574,114.4261345,114.9546942453,114.9177162444,134.221,0.2416526114,391.7179399701,0.2793754043,,,,,,
3812.0099079397,115.0631223,114.9544413022,114.9174634803,134.218,0.0212164918,366.909339702,0.0118115593,,,,,,
3812.0099079397,114.2868959,114.9544413022,114.9174634803,134.218,0.3976154733,397.248910645,0.445616864,,,,,,
3812.0099079397,115.5001026,114.9544413022,114.9174634803,134.218,0.3394683439,350.3596830769,0.2977462519,,,,,,
3812.0114900815,114.3535985,114.9544449072,114.9174670827,134.218,0.3179477786,394.6341767562,0.361016405,,,,,,
3811.7894667423,114.1533366,114.9539389994,114.9169615327,134.219,0.5831230378,402.6308476821,0.6409642019,,,,,,
3811.7894667423,113.7363004,114.9539389994,114.9169615327,134.219,1.3939607103,419.5409829038,1.4826437587,,,,,,
3811.7894667423,112.9383739,114.9539389994,114.9169615327,134.219,3.9148090203,452.865047208,4.0625026698,,,,,,
3811.7894667423,113.689966,114.9539389994,114.9169615327,134.219,1.5055180373,421.3591248372,1.5976277432,,,,,,
3811.5674434084,113.4569671,114.9534330621,114.9164559532,134.217,2.1301077127,430.9789660091,2.2394103758,,,,,,
3811.5674434084,114.6450856,114.9534330621,114.9164559532,134.217,0.0736418686,383.0598332809,0.0950781574,,,,,,
3811.5674434084,114.4673833,114.9534330621,114.9164559532,134.217,0.2016662479,390.0473597969,0.2362443713,,,,,,
3811.5674434084,113.9156088,114.9534330621,114.9164559532,134.217,1.0016950241,412.1464846554,1.077079199,,,,,,
3811.4564317427,114.6542625,114.9531800824,114.9162031524,134.217,0.0686129054,382.7398249689,0.0893517211,,,,,,
3811.4596022569,114.7162704,114.9531873077,114.9162103726,134.218,0.0399759926,380.3174573915,0.0561296211,,,,,,
3811.4596022569,114.7293312,114.9531873077,114.9162103726,134.218,0.0349238251,379.8082115961,0.0501115569,,,,,,
3811.4596022569,115.1772031,114.9531873077,114.9162103726,134.218,0.0681172038,362.6662003685,0.0501830752,,,,,,
